filing_dates,ticker
2019-02-12 00:00:00,CMA
2015-10-30,CMC
2016-01-08,CMC
2016-03-29,CMC
2016-06-29,CMC
2016-10-31,CMC
2017-01-09,CMC
2017-03-28,CMC
2017-06-28,CMC
2017-10-26,CMC
2018-01-08,CMC
2018-03-26,CMC
2018-06-27,CMC
2018-10-25,CMC
2019-01-08,CMC
2019-03-26 00:00:00,CMC
2015-10-30,CMCO
2016-01-28,CMCO
2016-06-01,CMCO
2016-07-28,CMCO
2016-10-28,CMCO
2017-01-26,CMCO
2017-05-31,CMCO
2017-08-01,CMCO
2017-10-31,CMCO
2018-02-06,CMCO
2018-05-30,CMCO
2018-07-31,CMCO
2018-10-30,CMCO
2019-01-31 00:00:00,CMCO
2015-10-27,CMCSA
2016-02-05,CMCSA
2016-04-27,CMCSA
2016-07-27,CMCSA
2016-10-26,CMCSA
2017-02-03,CMCSA
2017-04-27,CMCSA
2017-07-27,CMCSA
2017-10-26,CMCSA
2018-01-31,CMCSA
2018-04-25,CMCSA
2018-07-26,CMCSA
2018-10-25,CMCSA
2019-01-31 00:00:00,CMCSA
2015-12-10,CMD
2016-03-10,CMD
2016-06-09,CMD
2016-09-29,CMD
2016-12-08,CMD
2017-03-09,CMD
2017-03-29,CMD
2017-06-08,CMD
2017-09-28,CMD
2017-12-07,CMD
2018-03-08,CMD
2018-06-01,CMD
2018-09-27,CMD
2018-11-30,CMD
2019-03-01 00:00:00,CMD
2015-10-21,CMG
2016-02-05,CMG
2016-04-27,CMG
2016-07-22,CMG
2016-10-26,CMG
2017-02-07,CMG
2017-04-26,CMG
2017-07-26,CMG
2017-10-25,CMG
2018-02-08,CMG
2018-04-26,CMG
2018-07-27,CMG
2018-10-26,CMG
2019-02-08 00:00:00,CMG
2015-11-05,CMLS
2016-03-10,CMLS
2016-05-05,CMLS
2016-08-04,CMLS
2016-11-08,CMLS
2017-03-16,CMLS
2017-05-15,CMLS
2017-08-14,CMLS
2017-11-09,CMLS
2018-03-29,CMLS
2018-04-30,CMLS
2018-05-15,CMLS
2018-08-20,CMLS
2018-11-14,CMLS
2019-03-18 00:00:00,CMLS
2015-10-28,CMP
2016-02-22,CMP
2016-04-26,CMP
2016-07-26,CMP
2016-10-25,CMP
2017-03-01,CMP
2017-05-04,CMP
2017-08-08,CMP
2017-10-31,CMP
2018-02-27,CMP
2018-05-02,CMP
2018-08-07,CMP
2018-11-01,CMP
2019-03-01 00:00:00,CMP
2015-10-30,CMPR
2016-01-29,CMPR
2016-04-28,CMPR
2016-08-12,CMPR
2016-10-28,CMPR
2017-01-30,CMPR
2017-04-27,CMPR
2017-08-11,CMPR
2017-11-03,CMPR
2018-02-01,CMPR
2018-05-03,CMPR
2018-08-10,CMPR
2018-11-01,CMPR
2019-01-31 00:00:00,CMPR
2015-11-05,CMRX
2016-02-29,CMRX
2016-05-09,CMRX
2016-08-08,CMRX
2016-11-07,CMRX
2017-03-02,CMRX
2017-05-09,CMRX
2017-08-07,CMRX
2017-11-08,CMRX
2018-03-01,CMRX
2018-05-07,CMRX
2018-08-08,CMRX
2018-11-08,CMRX
2019-03-05 00:00:00,CMRX
2017-12-05 00:00:00,CMSS
2018-04-16 00:00:00,CMSS
2018-05-21 00:00:00,CMSS
2018-08-08 00:00:00,CMSS
2018-11-13 00:00:00,CMSS
2019-03-25 00:00:00,CMSS
2015-11-06,CMT
2016-03-11,CMT
2016-05-09,CMT
2016-08-09,CMT
2016-11-04,CMT
2017-03-09,CMT
2017-05-05,CMT
2017-08-04,CMT
2017-11-07,CMT
2018-03-07,CMT
2018-05-10,CMT
2018-08-09,CMT
2018-11-09,CMT
2019-03-18 00:00:00,CMT
2015-12-09,CMTL
2016-03-10,CMTL
2016-06-08,CMTL
2016-10-06,CMTL
2016-12-07,CMTL
2017-03-08,CMTL
2017-06-07,CMTL
2017-09-27,CMTL
2017-12-06,CMTL
2018-03-07,CMTL
2018-06-06,CMTL
2018-09-26,CMTL
2018-12-06,CMTL
2019-03-06 00:00:00,CMTL
2015-11-03,CNA
2016-02-17,CNA
2016-05-03,CNA
2016-08-01,CNA
2016-10-31,CNA
2017-02-15,CNA
2017-05-01,CNA
2017-07-31,CNA
2017-10-30,CNA
2018-02-14,CNA
2018-04-30,CNA
2018-07-30,CNA
2018-11-05,CNA
2019-02-13 00:00:00,CNA
2015-11-06,CNAT
2016-03-11,CNAT
2016-05-05,CNAT
2016-08-05,CNAT
2016-11-08,CNAT
2017-03-16,CNAT
2017-05-05,CNAT
2017-08-04,CNAT
2017-11-02,CNAT
2018-03-08,CNAT
2018-05-03,CNAT
2018-08-02,CNAT
2018-11-01,CNAT
2019-03-08 00:00:00,CNAT
2015-10-27,CNC
2016-02-22,CNC
2016-04-26,CNC
2016-07-26,CNC
2016-10-25,CNC
2017-02-21,CNC
2017-04-25,CNC
2017-07-25,CNC
2017-10-24,CNC
2018-02-20,CNC
2018-04-24,CNC
2018-07-24,CNC
2018-10-23,CNC
2019-02-19 00:00:00,CNC
2015-11-05,CNCE
2016-03-01,CNCE
2016-05-05,CNCE
2016-08-09,CNCE
2016-11-08,CNCE
2017-03-06,CNCE
2017-05-02,CNCE
2017-08-08,CNCE
2017-11-09,CNCE
2018-03-01,CNCE
2018-05-03,CNCE
2018-08-02,CNCE
2018-11-01,CNCE
2019-02-28 00:00:00,CNCE
2016-11-10,CNDT
2017-03-10,CNDT
2017-05-12,CNDT
2017-08-09,CNDT
2017-11-08,CNDT
2018-03-01,CNDT
2018-05-09,CNDT
2018-08-08,CNDT
2018-11-09,CNDT
2019-02-28 00:00:00,CNDT
2015-11-16,CNET
2016-04-14,CNET
2016-04-29,CNET
2016-05-16,CNET
2016-08-15,CNET
2016-11-14,CNET
2017-03-31,CNET
2017-05-15,CNET
2017-08-14,CNET
2017-11-14,CNET
2018-04-16,CNET
2018-05-21,CNET
2018-08-17,CNET
2018-11-19,CNET
2015-10-13,CNFR
2015-11-10,CNFR
2016-03-15,CNFR
2016-05-12,CNFR
2016-08-11,CNFR
2016-11-09,CNFR
2017-03-15,CNFR
2017-05-10,CNFR
2017-08-09,CNFR
2017-11-08,CNFR
2018-03-15,CNFR
2018-05-09,CNFR
2018-05-14,CNFR
2018-08-08,CNFR
2018-11-07,CNFR
2019-03-13 00:00:00,CNFR
2015-11-06,CNSL
2016-02-29,CNSL
2016-05-06,CNSL
2016-08-05,CNSL
2016-11-04,CNSL
2017-03-01,CNSL
2017-05-05,CNSL
2017-08-04,CNSL
2017-11-06,CNSL
2018-03-01,CNSL
2018-05-07,CNSL
2018-08-03,CNSL
2018-11-02,CNSL
2019-02-26 00:00:00,CNSL
2018-08-14,CNST
2018-11-08,CNST
2019-03-14 00:00:00,CNST
2015-11-06,CNTY
2016-03-11,CNTY
2016-05-06,CNTY
2016-08-05,CNTY
2016-11-01,CNTY
2017-03-10,CNTY
2017-05-05,CNTY
2017-08-07,CNTY
2017-11-06,CNTY
2018-03-09,CNTY
2018-05-09,CNTY
2018-08-08,CNTY
2018-11-07,CNTY
2019-03-11 00:00:00,CNTY
2015-11-03,CNX
2016-02-05,CNX
2016-04-28,CNX
2016-07-29,CNX
2016-11-01,CNX
2017-02-08,CNX
2017-05-02,CNX
2017-08-01,CNX
2017-10-31,CNX
2018-02-07,CNX
2018-05-03,CNX
2018-08-02,CNX
2018-10-30,CNX
2019-02-07 00:00:00,CNX
2015-11-03,CNXM
2016-02-18,CNXM
2016-05-05,CNXM
2016-08-04,CNXM
2016-09-09,CNXM
2016-11-04,CNXM
2017-02-16,CNXM
2017-05-04,CNXM
2017-08-07,CNXM
2017-11-02,CNXM
2018-02-07,CNXM
2018-05-03,CNXM
2018-08-02,CNXM
2018-10-30,CNXM
2019-02-07 00:00:00,CNXM
2015-11-06,CNXN
2016-03-03,CNXN
2016-05-06,CNXN
2016-08-05,CNXN
2016-11-04,CNXN
2017-03-03,CNXN
2017-05-08,CNXN
2017-05-23,CNXN
2017-08-04,CNXN
2017-11-09,CNXN
2018-03-09,CNXN
2018-05-09,CNXN
2018-08-02,CNXN
2018-11-01,CNXN
2019-02-07 00:00:00,CNXN
2015-11-16,COCP
2016-03-15,COCP
2016-04-29,COCP
2016-05-10,COCP
2016-08-09,COCP
2016-11-09,COCP
2017-03-31,COCP
2017-04-27,COCP
2017-05-10,COCP
2017-08-08,COCP
2017-11-08,COCP
2018-03-21,COCP
2018-04-30,COCP
2018-05-10,COCP
2018-08-09,COCP
2018-11-09,COCP
2019-04-01 00:00:00,COCP
2016-08-19,CODA
2016-08-22,CODA
2017-06-14,CODA
2017-09-14,CODA
2018-01-30,CODA
2018-03-19,CODA
2018-06-14,CODA
2018-09-13,CODA
2019-02-01 00:00:00,CODA
2019-02-07 00:00:00,CODA
2019-03-18 00:00:00,CODA
2017-08-25,CODX
2017-11-14,CODX
2018-03-28,CODX
2018-05-14,CODX
2018-08-10,CODX
2018-11-14,CODX
2019-04-01 00:00:00,CODX
2015-11-02,COF
2016-02-25,COF
2016-05-04,COF
2016-08-01,COF
2016-11-03,COF
2017-02-23,COF
2017-05-03,COF
2017-07-28,COF
2017-11-01,COF
2018-02-21,COF
2018-05-02,COF
2018-07-27,COF
2018-11-01,COF
2019-02-20 00:00:00,COF
2015-10-23,COG
2016-02-22,COG
2016-05-03,COG
2016-07-29,COG
2016-10-28,COG
2017-02-27,COG
2017-04-28,COG
2017-07-28,COG
2017-10-30,COG
2018-03-01,COG
2018-03-02,COG
2018-04-27,COG
2018-07-27,COG
2018-10-26,COG
2019-02-26 00:00:00,COG
2015-11-02 00:00:00,COHN
2016-03-09 00:00:00,COHN
2016-04-26 00:00:00,COHN
2016-05-04 00:00:00,COHN
2016-08-04 00:00:00,COHN
2016-11-02 00:00:00,COHN
2017-03-14 00:00:00,COHN
2017-05-04 00:00:00,COHN
2017-08-04 00:00:00,COHN
2017-11-03 00:00:00,COHN
2018-03-08 00:00:00,COHN
2018-05-03 00:00:00,COHN
2018-08-02 00:00:00,COHN
2018-11-02 00:00:00,COHN
2019-03-08 00:00:00,COHN
2015-12-01,COHR
2016-02-10,COHR
2016-05-11,COHR
2016-08-10,COHR
2016-11-29,COHR
2017-02-09,COHR
2017-05-10,COHR
2017-08-09,COHR
2017-11-28,COHR
2018-02-07,COHR
2018-05-09,COHR
2018-08-07,COHR
2018-11-27,COHR
2019-02-06 00:00:00,COHR
2015-11-05,COHU
2016-02-23,COHU
2016-04-29,COHU
2016-07-29,COHU
2016-10-28,COHU
2017-03-02,COHU
2017-05-03,COHU
2017-07-28,COHU
2017-11-07,COHU
2018-03-02,COHU
2018-05-10,COHU
2018-08-07,COHU
2018-11-07,COHU
2019-03-14 00:00:00,COHU
2015-11-06,COKE
2016-03-18,COKE
2016-05-13,COKE
2016-08-12,COKE
2016-11-04,COKE
2016-11-10,COKE
2017-03-14,COKE
2017-05-11,COKE
2017-08-08,COKE
2017-11-07,COKE
2018-02-28,COKE
2018-05-09,COKE
2018-08-08,COKE
2018-11-08,COKE
2019-02-27 00:00:00,COKE
2015-11-12,COLL
2016-03-18,COLL
2016-05-11,COLL
2016-08-11,COLL
2016-11-10,COLL
2017-03-10,COLL
2017-05-10,COLL
2017-08-09,COLL
2017-11-08,COLL
2018-03-07,COLL
2018-05-09,COLL
2018-08-08,COLL
2018-11-08,COLL
2019-02-27 00:00:00,COLL
2015-11-05,COLM
2016-02-25,COLM
2016-05-05,COLM
2016-08-04,COLM
2016-11-03,COLM
2017-02-23,COLM
2017-05-04,COLM
2017-08-03,COLM
2017-11-02,COLM
2018-02-22,COLM
2018-05-03,COLM
2018-08-02,COLM
2018-11-01,COLM
2019-02-21 00:00:00,COLM
2015-11-09,COMM
2016-02-19,COMM
2016-04-28,COMM
2016-07-28,COMM
2016-11-03,COMM
2017-02-23,COMM
2017-05-04,COMM
2017-08-03,COMM
2017-11-01,COMM
2018-02-15,COMM
2018-05-01,COMM
2018-07-31,COMM
2018-11-08,COMM
2019-02-21 00:00:00,COMM
2015-11-06,CONE
2016-02-26,CONE
2016-05-06,CONE
2016-08-02,CONE
2016-10-31,CONE
2017-02-24,CONE
2017-02-28,CONE
2017-05-10,CONE
2017-08-07,CONE
2017-10-31,CONE
2018-02-22,CONE
2018-05-03,CONE
2018-08-02,CONE
2018-11-01,CONE
2019-02-22 00:00:00,CONE
2015-12-08,CONN
2016-03-29,CONN
2016-06-02,CONN
2016-09-08,CONN
2016-12-06,CONN
2017-04-04,CONN
2017-06-06,CONN
2017-09-07,CONN
2017-12-07,CONN
2018-04-05,CONN
2018-06-07,CONN
2018-09-04,CONN
2018-12-04,CONN
2019-03-26 00:00:00,CONN
2015-12-18,COO
2016-03-04,COO
2016-06-03,COO
2016-09-02,COO
2016-12-22,COO
2017-03-03,COO
2017-06-02,COO
2017-09-01,COO
2017-12-22,COO
2018-03-09,COO
2018-06-08,COO
2018-08-31,COO
2018-12-21,COO
2019-03-06 00:00:00,COO
2015-11-06 00:00:00,COOP
2016-03-11 00:00:00,COOP
2016-05-06 00:00:00,COOP
2016-08-05 00:00:00,COOP
2016-11-04 00:00:00,COOP
2017-03-14 00:00:00,COOP
2017-05-09 00:00:00,COOP
2017-08-09 00:00:00,COOP
2017-11-09 00:00:00,COOP
2018-03-02 00:00:00,COOP
2018-04-30 00:00:00,COOP
2018-05-10 00:00:00,COOP
2018-07-27 00:00:00,COOP
2018-11-09 00:00:00,COOP
2019-03-11 00:00:00,COOP
2015-11-03,COP
2016-02-23,COP
2016-05-03,COP
2016-08-02,COP
2016-11-01,COP
2017-02-21,COP
2017-05-04,COP
2017-08-01,COP
2017-10-31,COP
2018-02-20,COP
2018-05-01,COP
2018-07-31,COP
2018-08-01,COP
2018-10-30,COP
2019-02-19 00:00:00,COP
2015-11-05,CORE
2016-02-26,CORE
2016-05-10,CORE
2016-08-09,CORE
2016-11-07,CORE
2017-03-01,CORE
2017-05-09,CORE
2017-08-08,CORE
2017-11-07,CORE
2018-03-01,CORE
2018-05-08,CORE
2018-08-07,CORE
2018-11-06,CORE
2019-03-01 00:00:00,CORE
2015-11-10,CORR
2016-03-14,CORR
2016-05-10,CORR
2016-08-09,CORR
2016-11-04,CORR
2017-03-02,CORR
2017-05-03,CORR
2017-08-02,CORR
2017-11-01,CORR
2018-02-28,CORR
2018-05-02,CORR
2018-08-02,CORR
2018-11-01,CORR
2019-02-28 00:00:00,CORR
2015-11-06,CORT
2016-03-10,CORT
2016-05-04,CORT
2016-08-03,CORT
2016-11-02,CORT
2017-03-06,CORT
2017-05-02,CORT
2017-08-02,CORT
2017-11-03,CORT
2018-02-28,CORT
2018-05-09,CORT
2018-08-09,CORT
2018-11-02,CORT
2019-02-26 00:00:00,CORT
2015-10-14,COST
2015-12-18,COST
2016-03-09,COST
2016-06-01,COST
2016-10-12,COST
2016-10-21,COST
2016-12-16,COST
2017-03-09,COST
2017-06-01,COST
2017-10-18,COST
2017-12-21,COST
2018-03-15,COST
2018-06-07,COST
2018-10-26,COST
2018-12-20,COST
2019-03-13 00:00:00,COST
2015-11-12,COT
2015-11-23,COT
2016-02-29,COT
2016-04-18,COT
2016-05-09,COT
2016-08-09,COT
2016-11-10,COT
2017-03-01,COT
2017-05-11,COT
2017-08-10,COT
2017-11-09,COT
2018-02-28,COT
2018-05-10,COT
2018-08-07,COT
2018-11-08,COT
2019-02-27 00:00:00,COT
2015-11-05,COTY
2016-02-04,COTY
2016-05-03,COTY
2016-08-18,COTY
2016-11-09,COTY
2017-02-09,COTY
2017-05-10,COTY
2017-08-23,COTY
2017-11-09,COTY
2018-02-08,COTY
2018-05-09,COTY
2018-08-21,COTY
2018-11-07,COTY
2019-02-08 00:00:00,COTY
2016-12-09,COUP
2017-04-03,COUP
2017-06-09,COUP
2017-09-08,COUP
2017-12-07,COUP
2018-03-28,COUP
2018-06-06,COUP
2018-09-06,COUP
2018-12-10,COUP
2019-03-27 00:00:00,COUP
2015-11-02,COWN
2016-02-29,COWN
2016-03-23,COWN
2016-04-29,COWN
2016-05-02,COWN
2016-08-01,COWN
2016-10-31,COWN
2017-02-27,COWN
2017-03-23,COWN
2017-05-01,COWN
2017-08-07,COWN
2017-10-30,COWN
2018-03-06,COWN
2018-03-23,COWN
2018-04-30,COWN
2018-08-01,COWN
2018-10-31,COWN
2019-03-07 00:00:00,COWN
2016-02-29,CP
2016-04-20,CP
2016-07-20,CP
2016-10-19,CP
2017-02-16,CP
2017-04-20,CP
2017-07-20,CP
2017-10-18,CP
2018-02-16,CP
2018-04-05,CP
2018-04-19,CP
2018-07-19,CP
2018-10-19,CP
2019-02-15 00:00:00,CP
2015-12-14,CPAH
2016-03-15,CPAH
2016-07-14,CPAH
2016-09-14,CPAH
2016-12-14,CPAH
2017-03-13,CPAH
2017-07-13,CPAH
2017-09-14,CPAH
2017-12-13,CPAH
2018-03-13,CPAH
2018-07-25,CPAH
2018-09-13,CPAH
2018-12-12,CPAH
2019-03-18 00:00:00,CPAH
2015-12-10,CPB
2016-03-10,CPB
2016-06-07,CPB
2016-09-22,CPB
2016-12-07,CPB
2017-03-09,CPB
2017-06-08,CPB
2017-09-27,CPB
2017-12-08,CPB
2018-03-05,CPB
2018-06-05,CPB
2018-09-27,CPB
2018-12-06,CPB
2019-03-06 00:00:00,CPB
2015-11-05,CPE
2016-03-03,CPE
2016-05-04,CPE
2016-08-08,CPE
2016-11-03,CPE
2017-02-28,CPE
2017-05-03,CPE
2017-08-02,CPE
2017-11-07,CPE
2018-02-28,CPE
2018-05-03,CPE
2018-08-07,CPE
2018-11-07,CPE
2019-02-27 00:00:00,CPE
2015-11-05,CPK
2016-02-29,CPK
2016-05-05,CPK
2016-08-04,CPK
2016-11-03,CPK
2017-02-28,CPK
2017-05-03,CPK
2017-08-03,CPK
2017-11-09,CPK
2018-03-01,CPK
2018-05-08,CPK
2018-08-09,CPK
2018-11-09,CPK
2019-02-27 00:00:00,CPK
2018-06-22 00:00:00,CPLG
2018-08-14 00:00:00,CPLG
2018-11-07 00:00:00,CPLG
2019-03-22 00:00:00,CPLG
2015-11-05 00:00:00,CPRI
2016-02-03 00:00:00,CPRI
2016-06-01 00:00:00,CPRI
2016-08-11 00:00:00,CPRI
2016-11-10 00:00:00,CPRI
2017-02-14 00:00:00,CPRI
2017-05-31 00:00:00,CPRI
2017-08-09 00:00:00,CPRI
2017-11-08 00:00:00,CPRI
2018-02-13 00:00:00,CPRI
2018-05-30 00:00:00,CPRI
2018-08-08 00:00:00,CPRI
2018-11-07 00:00:00,CPRI
2019-02-07 00:00:00,CPRI
2015-11-24,CPRT
2016-02-25,CPRT
2016-05-26,CPRT
2016-09-28,CPRT
2016-11-30,CPRT
2017-02-28,CPRT
2017-05-25,CPRT
2017-09-28,CPRT
2017-11-28,CPRT
2018-02-27,CPRT
2018-05-25,CPRT
2018-10-01,CPRT
2018-11-29,CPRT
2019-02-28 00:00:00,CPRT
2015-11-09,CPRX
2016-03-15,CPRX
2016-05-10,CPRX
2016-08-09,CPRX
2016-11-09,CPRX
2017-03-15,CPRX
2017-05-10,CPRX
2017-08-09,CPRX
2017-11-08,CPRX
2018-03-14,CPRX
2018-05-09,CPRX
2018-08-07,CPRX
2018-11-07,CPRX
2019-03-18 00:00:00,CPRX
2015-11-04,CPS
2016-02-23,CPS
2016-05-04,CPS
2016-07-29,CPS
2016-11-02,CPS
2017-02-17,CPS
2017-05-03,CPS
2017-08-04,CPS
2017-11-01,CPS
2018-02-20,CPS
2018-02-21,CPS
2018-05-02,CPS
2018-08-01,CPS
2018-11-02,CPS
2019-02-25 00:00:00,CPS
2015-11-06,CPSI
2016-03-14,CPSI
2016-05-16,CPSI
2016-08-09,CPSI
2016-11-08,CPSI
2017-03-15,CPSI
2017-05-09,CPSI
2017-08-08,CPSI
2017-11-07,CPSI
2018-03-14,CPSI
2018-05-08,CPSI
2018-08-07,CPSI
2018-11-06,CPSI
2019-03-18 00:00:00,CPSI
2015-10-27,CPSS
2016-03-09,CPSS
2016-05-02,CPSS
2016-05-04,CPSS
2016-08-08,CPSS
2016-10-31,CPSS
2017-03-07,CPSS
2017-05-03,CPSS
2017-07-31,CPSS
2017-11-03,CPSS
2018-03-07,CPSS
2018-04-30,CPSS
2018-05-08,CPSS
2018-08-08,CPSS
2018-11-06,CPSS
2019-03-13 00:00:00,CPSS
2015-11-05,CPST
2016-02-03,CPST
2016-06-09,CPST
2016-08-04,CPST
2016-11-09,CPST
2017-02-09,CPST
2017-06-13,CPST
2017-08-09,CPST
2017-11-02,CPST
2018-02-05,CPST
2018-06-07,CPST
2018-08-07,CPST
2018-11-06,CPST
2018-11-08,CPST
2019-02-07 00:00:00,CPST
2015-11-09,CPTA
2016-03-08,CPTA
2016-05-09,CPTA
2016-08-09,CPTA
2016-11-08,CPTA
2017-03-07,CPTA
2017-05-08,CPTA
2017-08-07,CPTA
2017-11-06,CPTA
2018-02-27,CPTA
2018-05-07,CPTA
2018-08-06,CPTA
2018-11-05,CPTA
2019-03-04 00:00:00,CPTA
2015-11-06,CR
2016-02-23,CR
2016-05-06,CR
2016-08-03,CR
2016-11-03,CR
2017-02-28,CR
2017-05-05,CR
2017-08-03,CR
2017-11-07,CR
2018-02-27,CR
2018-05-02,CR
2018-08-03,CR
2018-11-02,CR
2019-02-26 00:00:00,CR
2015-10-29,CRAY
2016-02-11,CRAY
2016-05-03,CRAY
2016-08-02,CRAY
2016-11-07,CRAY
2017-02-10,CRAY
2017-05-02,CRAY
2017-07-27,CRAY
2017-10-30,CRAY
2018-02-15,CRAY
2018-05-01,CRAY
2018-07-31,CRAY
2018-10-30,CRAY
2019-02-12 00:00:00,CRAY
2015-11-10,CRBP
2016-03-28,CRBP
2016-05-13,CRBP
2016-08-12,CRBP
2016-11-10,CRBP
2017-03-08,CRBP
2017-05-09,CRBP
2017-08-09,CRBP
2017-11-08,CRBP
2018-03-12,CRBP
2018-05-10,CRBP
2018-08-08,CRBP
2018-11-08,CRBP
2019-03-12 00:00:00,CRBP
2015-11-06,CRC
2016-02-29,CRC
2016-05-05,CRC
2016-08-04,CRC
2016-11-03,CRC
2017-02-24,CRC
2017-05-04,CRC
2017-08-03,CRC
2017-11-08,CRC
2018-02-27,CRC
2018-05-09,CRC
2018-08-02,CRC
2018-11-01,CRC
2019-02-27 00:00:00,CRC
2015-10-29,CRCM
2016-03-01,CRCM
2016-04-28,CRCM
2016-07-27,CRCM
2016-11-01,CRCM
2017-03-09,CRCM
2017-05-03,CRCM
2017-08-10,CRCM
2017-11-02,CRCM
2018-02-27,CRCM
2018-05-08,CRCM
2018-05-09,CRCM
2018-07-30,CRCM
2018-11-08,CRCM
2019-03-07 00:00:00,CRCM
2015-10-21,CREE
2016-01-20,CREE
2016-04-27,CREE
2016-08-25,CREE
2016-10-19,CREE
2017-01-25,CREE
2017-04-26,CREE
2017-08-23,CREE
2017-10-18,CREE
2018-01-24,CREE
2018-04-25,CREE
2018-08-20,CREE
2018-08-21,CREE
2018-10-17,CREE
2019-01-31 00:00:00,CREE
2015-11-16,CREG
2016-03-29,CREG
2016-05-16,CREG
2016-08-15,CREG
2016-11-14,CREG
2017-03-30,CREG
2017-05-15,CREG
2017-08-11,CREG
2017-11-14,CREG
2018-04-13,CREG
2018-05-15,CREG
2018-08-14,CREG
2018-11-14,CREG
2018-11-15,CREG
2019-04-05 00:00:00,CREG
2015-11-18,CREX
2016-04-04,CREX
2016-05-13,CREX
2016-08-22,CREX
2016-11-21,CREX
2017-03-28,CREX
2017-05-15,CREX
2017-08-14,CREX
2017-11-14,CREX
2018-03-26,CREX
2018-05-15,CREX
2018-08-14,CREX
2018-11-14,CREX
2019-03-28 00:00:00,CREX
2019-03-13 00:00:00,CRHM
2015-10-29,CRI
2016-02-26,CRI
2016-04-28,CRI
2016-07-27,CRI
2016-10-27,CRI
2017-02-23,CRI
2017-04-27,CRI
2017-07-27,CRI
2017-10-26,CRI
2018-02-27,CRI
2018-04-26,CRI
2018-07-26,CRI
2018-10-25,CRI
2019-02-25 00:00:00,CRI
2015-11-09,CRIS
2016-02-29,CRIS
2016-05-09,CRIS
2016-08-04,CRIS
2016-11-03,CRIS
2017-03-09,CRIS
2017-05-04,CRIS
2017-08-03,CRIS
2017-11-07,CRIS
2018-03-08,CRIS
2018-05-03,CRIS
2018-08-02,CRIS
2018-11-01,CRIS
2019-03-26 00:00:00,CRIS
2015-11-05,CRK
2016-02-26,CRK
2016-05-04,CRK
2016-08-01,CRK
2016-11-09,CRK
2017-02-24,CRK
2017-05-08,CRK
2017-08-07,CRK
2017-11-02,CRK
2018-02-27,CRK
2018-04-30,CRK
2018-05-10,CRK
2018-08-09,CRK
2018-11-09,CRK
2019-03-01 00:00:00,CRK
2015-11-04 00:00:00,CRL
2016-02-12 00:00:00,CRL
2016-05-04 00:00:00,CRL
2016-08-03 00:00:00,CRL
2016-11-02 00:00:00,CRL
2017-02-14 00:00:00,CRL
2017-05-10 00:00:00,CRL
2017-08-09 00:00:00,CRL
2017-11-09 00:00:00,CRL
2018-02-13 00:00:00,CRL
2018-05-10 00:00:00,CRL
2018-08-08 00:00:00,CRL
2018-11-07 00:00:00,CRL
2019-02-13 00:00:00,CRL
2015-11-20,CRM
2016-03-07,CRM
2016-05-20,CRM
2016-09-01,CRM
2016-11-21,CRM
2017-03-06,CRM
2017-05-22,CRM
2017-08-25,CRM
2017-11-22,CRM
2018-03-09,CRM
2018-05-31,CRM
2018-08-31,CRM
2018-11-28,CRM
2019-03-08 00:00:00,CRM
2015-11-12,CRMD
2016-03-15,CRMD
2016-04-29,CRMD
2016-05-10,CRMD
2016-08-04,CRMD
2016-11-09,CRMD
2017-03-16,CRMD
2017-05-10,CRMD
2017-08-09,CRMD
2017-11-09,CRMD
2018-03-19,CRMD
2018-04-11,CRMD
2018-05-15,CRMD
2018-07-10,CRMD
2018-08-14,CRMD
2018-11-14,CRMD
2019-03-14 00:00:00,CRMD
2015-12-08,CRMT
2016-03-08,CRMT
2016-06-17,CRMT
2016-09-06,CRMT
2016-12-14,CRMT
2017-03-08,CRMT
2017-06-13,CRMT
2017-09-06,CRMT
2017-12-08,CRMT
2018-03-08,CRMT
2018-06-14,CRMT
2018-09-04,CRMT
2018-12-06,CRMT
2019-03-08 00:00:00,CRMT
2018-08-30,CRNX
2018-11-13,CRNX
2019-03-13 00:00:00,CRNX
2015-11-09,CROX
2016-02-29,CROX
2016-05-10,CROX
2016-08-05,CROX
2016-11-09,CROX
2017-03-01,CROX
2017-05-10,CROX
2017-08-09,CROX
2017-11-07,CROX
2018-02-28,CROX
2018-03-20,CROX
2018-05-08,CROX
2018-08-07,CROX
2018-11-08,CROX
2019-02-28 00:00:00,CROX
2015-10-29,CRR
2016-02-29,CRR
2016-04-28,CRR
2016-07-28,CRR
2016-10-27,CRR
2017-03-01,CRR
2017-04-27,CRR
2017-07-27,CRR
2017-11-09,CRR
2018-03-08,CRR
2018-04-26,CRR
2018-07-26,CRR
2018-10-25,CRR
2019-02-28 00:00:00,CRR
2019-04-01 00:00:00,CRR
2015-10-30,CRS
2016-02-04,CRS
2016-05-02,CRS
2016-08-18,CRS
2016-10-27,CRS
2017-02-02,CRS
2017-04-27,CRS
2017-08-11,CRS
2017-10-26,CRS
2018-02-01,CRS
2018-04-26,CRS
2018-08-14,CRS
2018-10-24,CRS
2019-01-31 00:00:00,CRS
2016-11-22,CRSP
2017-03-10,CRSP
2017-05-11,CRSP
2017-08-10,CRSP
2017-11-08,CRSP
2018-03-08,CRSP
2018-05-08,CRSP
2018-08-07,CRSP
2018-11-07,CRSP
2019-02-25 00:00:00,CRSP
2016-02-29,CRTO
2016-05-04,CRTO
2016-08-05,CRTO
2016-11-07,CRTO
2017-03-01,CRTO
2017-05-10,CRTO
2017-08-08,CRTO
2017-11-08,CRTO
