filing_dates,ticker
2018-05-15,HMNY
2018-08-14,HMNY
2018-11-15,HMNY
2019-03-19 00:00:00,HMNY
2015-11-05,HMST
2016-03-11,HMST
2016-05-05,HMST
2016-08-04,HMST
2016-11-08,HMST
2017-03-09,HMST
2017-05-05,HMST
2017-08-04,HMST
2017-11-03,HMST
2018-03-06,HMST
2018-05-04,HMST
2018-08-03,HMST
2018-11-02,HMST
2019-03-06 00:00:00,HMST
2015-11-09,HMSY
2016-02-29,HMSY
2016-05-10,HMSY
2016-08-09,HMSY
2016-11-09,HMSY
2017-06-06,HMSY
2017-08-07,HMSY
2017-11-08,HMSY
2018-02-27,HMSY
2018-05-07,HMSY
2018-08-06,HMSY
2018-11-05,HMSY
2019-02-25 00:00:00,HMSY
2015-11-09,HMTV
2016-03-14,HMTV
2016-05-09,HMTV
2016-08-08,HMTV
2016-11-08,HMTV
2017-03-15,HMTV
2017-05-09,HMTV
2017-08-09,HMTV
2017-11-09,HMTV
2018-03-15,HMTV
2018-05-10,HMTV
2018-08-09,HMTV
2018-11-07,HMTV
2019-03-12 00:00:00,HMTV
2015-11-03,HNI
2016-02-29,HNI
2016-05-03,HNI
2016-08-02,HNI
2016-11-01,HNI
2017-02-24,HNI
2017-03-02,HNI
2017-05-02,HNI
2017-08-01,HNI
2017-10-31,HNI
2018-02-23,HNI
2018-05-01,HNI
2018-07-31,HNI
2018-10-30,HNI
2019-02-26 00:00:00,HNI
2015-11-06,HNRG
2016-03-11,HNRG
2016-05-06,HNRG
2016-08-05,HNRG
2016-11-04,HNRG
2017-03-10,HNRG
2017-05-08,HNRG
2017-08-08,HNRG
2017-11-07,HNRG
2018-03-13,HNRG
2018-05-07,HNRG
2018-08-06,HNRG
2018-11-05,HNRG
2019-03-11 00:00:00,HNRG
2015-12-10,HOFT
2016-04-15,HOFT
2016-06-10,HOFT
2016-09-09,HOFT
2016-12-09,HOFT
2017-04-14,HOFT
2017-06-08,HOFT
2017-09-08,HOFT
2017-12-08,HOFT
2018-04-13,HOFT
2018-06-08,HOFT
2018-09-06,HOFT
2018-12-06,HOFT
2015-11-05,HOG
2016-02-18,HOG
2016-05-05,HOG
2016-08-04,HOG
2016-11-03,HOG
2017-02-21,HOG
2017-05-04,HOG
2017-08-03,HOG
2017-11-02,HOG
2018-02-21,HOG
2018-05-10,HOG
2018-08-09,HOG
2018-11-08,HOG
2019-02-28 00:00:00,HOG
2015-11-19,HOLX
2016-01-27,HOLX
2016-04-27,HOLX
2016-07-27,HOLX
2016-11-17,HOLX
2017-02-03,HOLX
2017-05-10,HOLX
2017-08-02,HOLX
2017-11-21,HOLX
2018-02-08,HOLX
2018-05-02,HOLX
2018-07-31,HOLX
2018-11-20,HOLX
2019-01-30,HOLX
2016-09-13,HOME
2016-12-06,HOME
2017-04-05,HOME
2017-06-07,HOME
2017-09-06,HOME
2017-11-30,HOME
2018-03-23,HOME
2018-06-07,HOME
2018-08-30,HOME
2018-12-06,HOME
2019-03-27 00:00:00,HOME
2015-10-16,HON
2016-02-12,HON
2016-04-22,HON
2016-07-22,HON
2016-10-21,HON
2017-02-10,HON
2017-04-21,HON
2017-07-21,HON
2017-10-20,HON
2018-02-09,HON
2018-04-20,HON
2018-07-20,HON
2018-10-19,HON
2019-02-08 00:00:00,HON
2016-06-23,HONE
2016-08-10,HONE
2016-11-09,HONE
2017-01-25,HONE
2017-03-23,HONE
2017-05-12,HONE
2017-08-11,HONE
2017-11-13,HONE
2018-03-09,HONE
2018-05-09,HONE
2018-05-17,HONE
2018-08-08,HONE
2018-11-09,HONE
2019-03-11 00:00:00,HONE
2015-11-06,HOS
2016-02-26,HOS
2016-05-10,HOS
2016-08-09,HOS
2016-11-09,HOS
2017-02-24,HOS
2017-05-10,HOS
2017-08-09,HOS
2017-11-08,HOS
2018-02-28,HOS
2018-05-09,HOS
2018-08-09,HOS
2018-11-09,HOS
2019-02-28 00:00:00,HOS
2015-12-18,HOV
2016-03-09,HOV
2016-06-03,HOV
2016-09-09,HOV
2016-12-20,HOV
2017-03-08,HOV
2017-06-07,HOV
2017-09-07,HOV
2017-12-28,HOV
2018-03-09,HOV
2018-06-07,HOV
2018-09-10,HOV
2018-12-20,HOV
2019-03-07 00:00:00,HOV
2019-03-27 00:00:00,HOV
2015-11-25,HP
2016-02-05,HP
2016-05-06,HP
2016-08-05,HP
2016-11-23,HP
2017-02-03,HP
2017-05-05,HP
2017-08-04,HP
2017-11-22,HP
2018-02-02,HP
2018-05-04,HP
2018-08-01,HP
2018-11-16,HP
2019-01-30,HP
2015-12-17,HPE
2016-03-10,HPE
2016-06-08,HPE
2016-09-08,HPE
2016-12-15,HPE
2017-03-09,HPE
2017-06-08,HPE
2017-09-07,HPE
2017-12-15,HPE
2018-03-09,HPE
2018-06-07,HPE
2018-09-04,HPE
2018-12-12,HPE
2019-03-05 00:00:00,HPE
2015-11-16,HPJ
2016-03-29,HPJ
2016-05-16,HPJ
2016-08-15,HPJ
2016-11-14,HPJ
2017-03-28,HPJ
2017-05-10,HPJ
2017-08-10,HPJ
2017-11-14,HPJ
2018-04-04,HPJ
2018-05-11,HPJ
2018-08-13,HPJ
2018-11-13,HPJ
2019-03-28 00:00:00,HPJ
2015-12-16,HPQ
2016-03-03,HPQ
2016-06-03,HPQ
2016-09-01,HPQ
2016-12-15,HPQ
2017-03-02,HPQ
2017-06-01,HPQ
2017-08-31,HPQ
2017-12-14,HPQ
2017-12-15,HPQ
2018-03-01,HPQ
2018-06-05,HPQ
2018-08-28,HPQ
2018-12-13,HPQ
2019-03-05 00:00:00,HPQ
2018-05-08,HPR
2018-08-09,HPR
2018-10-31,HPR
2019-02-26 00:00:00,HPR
2015-11-09,HPT
2016-02-24,HPT
2016-05-10,HPT
2016-08-09,HPT
2016-11-09,HPT
2017-03-01,HPT
2017-05-10,HPT
2017-08-09,HPT
2017-11-08,HPT
2018-03-01,HPT
2018-05-09,HPT
2018-07-16,HPT
2018-08-09,HPT
2018-11-06,HPT
2019-02-27 00:00:00,HPT
2015-12-09,HQY
2016-03-31,HQY
2016-06-09,HQY
2016-09-08,HQY
2016-12-08,HQY
2017-03-30,HQY
2017-06-08,HQY
2017-09-07,HQY
2017-12-07,HQY
2018-03-28,HQY
2018-06-07,HQY
2018-09-06,HQY
2018-12-06,HQY
2019-03-28 00:00:00,HQY
2015-12-09,HRB
2016-03-11,HRB
2016-06-17,HRB
2016-09-01,HRB
2016-12-08,HRB
2017-03-08,HRB
2017-06-16,HRB
2017-09-01,HRB
2017-12-07,HRB
2018-03-08,HRB
2018-06-15,HRB
2018-09-07,HRB
2018-12-07,HRB
2019-03-08 00:00:00,HRB
2015-11-19,HRC
2016-02-01,HRC
2016-04-29,HRC
2016-08-04,HRC
2016-11-17,HRC
2017-01-20,HRC
2017-01-27,HRC
2017-04-28,HRC
2017-07-28,HRC
2017-11-17,HRC
2018-01-26,HRC
2018-04-27,HRC
2018-07-27,HRC
2018-11-19,HRC
2019-01-25,HRC
2015-11-09,HRI
2016-02-29,HRI
2016-03-04,HRI
2016-05-09,HRI
2016-08-09,HRI
2016-11-08,HRI
2017-03-15,HRI
2017-05-09,HRI
2017-08-08,HRI
2017-11-08,HRI
2018-02-28,HRI
2018-05-09,HRI
2018-08-08,HRI
2018-11-08,HRI
2019-02-28 00:00:00,HRI
2015-12-16,HRL
2016-03-04,HRL
2016-06-03,HRL
2016-09-02,HRL
2016-12-21,HRL
2017-03-10,HRL
2017-06-09,HRL
2017-09-08,HRL
2017-12-20,HRL
2018-03-09,HRL
2018-06-08,HRL
2018-09-07,HRL
2018-12-07,HRL
2019-03-05 00:00:00,HRL
2015-11-12 00:00:00,HROW
2016-03-23 00:00:00,HROW
2016-05-12 00:00:00,HROW
2016-08-15 00:00:00,HROW
2016-11-14 00:00:00,HROW
2017-03-21 00:00:00,HROW
2017-05-10 00:00:00,HROW
2017-08-10 00:00:00,HROW
2017-11-14 00:00:00,HROW
2018-03-08 00:00:00,HROW
2018-05-15 00:00:00,HROW
2018-08-06 00:00:00,HROW
2018-11-13 00:00:00,HROW
2019-03-12 00:00:00,HROW
2015-11-06,HRS
2016-02-03,HRS
2016-05-04,HRS
2016-08-29,HRS
2016-11-02,HRS
2017-02-03,HRS
2017-05-03,HRS
2017-08-29,HRS
2017-10-31,HRS
2018-01-31,HRS
2018-05-03,HRS
2018-08-27,HRS
2018-10-26,HRS
2019-01-30,HRS
2015-11-06,HRTG
2016-03-08,HRTG
2016-05-10,HRTG
2016-08-08,HRTG
2016-11-08,HRTG
2017-03-15,HRTG
2017-05-09,HRTG
2017-08-09,HRTG
2017-11-02,HRTG
2018-03-15,HRTG
2018-05-09,HRTG
2018-08-08,HRTG
2018-11-06,HRTG
2019-03-12 00:00:00,HRTG
2015-11-06,HRTX
2016-02-19,HRTX
2016-05-05,HRTX
2016-08-08,HRTX
2016-11-08,HRTX
2016-12-23,HRTX
2017-02-23,HRTX
2017-05-10,HRTX
2017-08-09,HRTX
2017-11-06,HRTX
2018-02-27,HRTX
2018-05-10,HRTX
2018-08-08,HRTX
2018-11-07,HRTX
2019-02-22 00:00:00,HRTX
2015-11-03 00:00:00,HRZN
2016-03-08 00:00:00,HRZN
2016-05-03 00:00:00,HRZN
2016-08-02 00:00:00,HRZN
2016-11-01 00:00:00,HRZN
2017-03-07 00:00:00,HRZN
2017-05-02 00:00:00,HRZN
2017-08-01 00:00:00,HRZN
2017-10-31 00:00:00,HRZN
2018-03-06 00:00:00,HRZN
2018-05-01 00:00:00,HRZN
2018-07-31 00:00:00,HRZN
2018-10-30 00:00:00,HRZN
2019-03-05 00:00:00,HRZN
2015-11-09,HSC
2016-02-26,HSC
2016-05-04,HSC
2016-08-04,HSC
2016-11-03,HSC
2017-02-24,HSC
2017-05-03,HSC
2017-08-03,HSC
2017-11-08,HSC
2018-02-22,HSC
2018-05-02,HSC
2018-08-02,HSC
2018-10-31,HSC
2019-02-21 00:00:00,HSC
2015-11-16,HSDT
2016-01-11,HSDT
2016-02-16,HSDT
2016-04-26,HSDT
2016-06-28,HSDT
2016-08-15,HSDT
2016-11-01,HSDT
2016-11-14,HSDT
2017-05-16,HSDT
2017-08-11,HSDT
2017-11-09,HSDT
2018-03-12,HSDT
2018-04-30,HSDT
2018-05-08,HSDT
2018-08-09,HSDT
2018-11-08,HSDT
2019-03-14 00:00:00,HSDT
2015-11-12,HSGX
2016-03-10,HSGX
2016-05-12,HSGX
2016-08-11,HSGX
2016-11-10,HSGX
2017-03-16,HSGX
2017-05-11,HSGX
2017-05-19,HSGX
2017-08-10,HSGX
2017-11-09,HSGX
2018-03-15,HSGX
2018-05-10,HSGX
2018-08-09,HSGX
2018-11-08,HSGX
2019-03-22 00:00:00,HSGX
2015-11-04,HSIC
2016-02-10,HSIC
2016-05-03,HSIC
2016-08-04,HSIC
2016-11-02,HSIC
2017-02-21,HSIC
2017-05-09,HSIC
2017-08-08,HSIC
2017-11-06,HSIC
2018-02-21,HSIC
2018-05-08,HSIC
2018-08-06,HSIC
2018-11-06,HSIC
2019-02-20 00:00:00,HSIC
2015-10-27,HSII
2016-03-10,HSII
2016-04-27,HSII
2016-07-26,HSII
2016-10-26,HSII
2017-03-23,HSII
2017-04-25,HSII
2017-07-27,HSII
2017-10-26,HSII
2018-03-13,HSII
2018-05-03,HSII
2018-07-31,HSII
2018-10-29,HSII
2019-02-26 00:00:00,HSII
2015-11-16,HSKA
2016-03-15,HSKA
2016-05-10,HSKA
2016-08-08,HSKA
2016-11-04,HSKA
2017-03-06,HSKA
2017-05-05,HSKA
2017-08-04,HSKA
2017-11-03,HSKA
2018-03-09,HSKA
2018-03-19,HSKA
2018-05-09,HSKA
2018-05-10,HSKA
2018-08-08,HSKA
2018-11-07,HSKA
2019-03-07 00:00:00,HSKA
2015-10-30,HST
2016-02-22,HST
2016-04-29,HST
2016-07-29,HST
2016-11-02,HST
2017-02-24,HST
2017-05-02,HST
2017-07-28,HST
2017-11-02,HST
2018-02-27,HST
2018-05-03,HST
2018-08-08,HST
2018-11-05,HST
2019-02-26 00:00:00,HST
2015-10-30,HSTM
2016-02-26,HSTM
2016-05-02,HSTM
2016-08-01,HSTM
2016-11-02,HSTM
2017-02-27,HSTM
2017-05-01,HSTM
2017-07-31,HSTM
2017-10-30,HSTM
2018-02-26,HSTM
2018-05-07,HSTM
2018-08-07,HSTM
2018-10-29,HSTM
2019-02-25 00:00:00,HSTM
2015-10-30,HSY
2016-02-26,HSY
2016-04-29,HSY
2016-07-28,HSY
2016-10-28,HSY
2017-02-21,HSY
2017-04-28,HSY
2017-07-28,HSY
2017-10-27,HSY
2018-02-27,HSY
2018-04-26,HSY
2018-07-27,HSY
2018-10-26,HSY
2019-02-22 00:00:00,HSY
2015-10-30,HTBX
2016-02-18,HTBX
2016-05-11,HTBX
2016-08-15,HTBX
2016-11-10,HTBX
2017-03-31,HTBX
2017-05-11,HTBX
2017-08-14,HTBX
2017-09-15,HTBX
2017-11-13,HTBX
2018-03-02,HTBX
2018-05-15,HTBX
2018-08-14,HTBX
2018-11-14,HTBX
2019-03-28 00:00:00,HTBX
2015-11-05,HTGC
2016-02-25,HTGC
2016-05-05,HTGC
2016-08-04,HTGC
2016-11-03,HTGC
2017-02-23,HTGC
2017-04-28,HTGC
2017-05-04,HTGC
2017-08-03,HTGC
2017-11-02,HTGC
2018-02-22,HTGC
2018-04-30,HTGC
2018-05-03,HTGC
2018-08-02,HTGC
2018-11-01,HTGC
2019-02-21 00:00:00,HTGC
2015-11-12,HTGM
2016-03-25,HTGM
2016-05-12,HTGM
2016-08-09,HTGM
2016-11-14,HTGM
2017-03-23,HTGM
2017-05-15,HTGM
2017-08-08,HTGM
2017-11-07,HTGM
2018-03-23,HTGM
2018-05-10,HTGM
2018-08-09,HTGM
2018-11-08,HTGM
2019-03-07 00:00:00,HTGM
2015-11-05,HTH
2016-02-24,HTH
2016-04-28,HTH
2016-07-27,HTH
2016-10-27,HTH
2017-02-16,HTH
2017-04-25,HTH
2017-05-10,HTH
2017-07-27,HTH
2017-10-26,HTH
2018-02-15,HTH
2018-04-26,HTH
2018-07-26,HTH
2018-10-25,HTH
2019-02-15 00:00:00,HTH
2015-11-09,HTLD
2016-02-29,HTLD
2016-05-10,HTLD
2016-08-09,HTLD
2016-11-09,HTLD
2017-02-28,HTLD
2017-05-10,HTLD
2017-08-09,HTLD
2017-11-09,HTLD
2018-03-01,HTLD
2018-05-10,HTLD
2018-08-09,HTLD
2018-11-06,HTLD
2019-02-21 00:00:00,HTLD
2015-11-06,HTLF
2016-03-11,HTLF
2016-05-06,HTLF
2016-08-05,HTLF
2016-11-09,HTLF
2017-03-01,HTLF
2017-05-05,HTLF
2017-08-04,HTLF
2017-11-08,HTLF
2018-02-28,HTLF
2018-05-08,HTLF
2018-08-07,HTLF
2018-11-06,HTLF
2019-02-27 00:00:00,HTLF
2016-08-08,HTZ
2016-11-08,HTZ
2017-03-06,HTZ
2017-05-08,HTZ
2017-08-08,HTZ
2017-11-09,HTZ
2018-02-27,HTZ
2018-05-07,HTZ
2018-08-06,HTZ
2018-11-08,HTZ
2019-02-25 00:00:00,HTZ
2015-10-30,HUBG
2016-02-26,HUBG
2016-04-29,HUBG
2016-07-29,HUBG
2016-10-28,HUBG
2016-10-31,HUBG
2017-02-24,HUBG
2017-04-28,HUBG
2017-07-28,HUBG
2017-10-31,HUBG
2018-01-05,HUBG
2018-02-28,HUBG
2018-04-30,HUBG
2018-08-03,HUBG
2018-11-05,HUBG
2019-03-01 00:00:00,HUBG
2015-11-04,HUBS
2016-02-24,HUBS
2016-05-04,HUBS
2016-08-03,HUBS
2016-11-02,HUBS
2017-02-16,HUBS
2017-05-02,HUBS
2017-08-02,HUBS
2017-11-01,HUBS
2018-02-13,HUBS
2018-05-10,HUBS
2018-08-01,HUBS
2018-11-07,HUBS
2019-02-12 00:00:00,HUBS
2015-11-06,HUM
2016-02-18,HUM
2016-05-04,HUM
2016-08-03,HUM
2016-11-04,HUM
2017-02-17,HUM
2017-05-03,HUM
2017-08-02,HUM
2017-11-08,HUM
2018-02-16,HUM
2018-05-02,HUM
2018-08-01,HUM
2018-11-07,HUM
2019-02-21 00:00:00,HUM
2016-01-08,HURC
2016-03-04,HURC
2016-06-03,HURC
2016-09-06,HURC
2017-01-06,HURC
2017-03-10,HURC
2017-06-02,HURC
2017-09-08,HURC
2018-01-05,HURC
2018-03-09,HURC
2018-06-08,HURC
2018-09-07,HURC
2019-01-04,HURC
2019-03-08 00:00:00,HURC
2015-10-22,HURN
2016-02-23,HURN
2016-04-28,HURN
2016-07-26,HURN
2016-11-01,HURN
2017-02-23,HURN
2017-05-01,HURN
2017-07-27,HURN
2017-11-02,HURN
2018-02-28,HURN
2018-05-01,HURN
2018-07-31,HURN
2018-10-30,HURN
2019-02-27 00:00:00,HURN
2015-11-02,HVT
2016-03-04,HVT
2016-05-04,HVT
2016-08-03,HVT
2016-11-02,HVT
2017-03-03,HVT
2017-05-03,HVT
2017-08-02,HVT
2017-11-02,HVT
2018-03-02,HVT
2018-05-03,HVT
2018-08-02,HVT
2018-11-01,HVT
2019-03-04 00:00:00,HVT
2015-11-05,HWCC
2016-03-10,HWCC
2016-05-05,HWCC
2016-08-09,HWCC
2016-11-08,HWCC
2017-03-24,HWCC
2017-05-10,HWCC
2017-08-09,HWCC
2017-10-19,HWCC
2017-11-09,HWCC
2018-03-16,HWCC
2018-05-10,HWCC
2018-08-09,HWCC
2018-11-09,HWCC
2019-03-15 00:00:00,HWCC
2015-10-19,HXL
2016-02-04,HXL
2016-04-20,HXL
2016-07-20,HXL
2016-10-19,HXL
2017-02-09,HXL
2017-04-19,HXL
2017-07-24,HXL
2017-10-18,HXL
2018-02-07,HXL
2018-04-23,HXL
2018-07-23,HXL
2018-10-22,HXL
2019-02-06 00:00:00,HXL
2015-10-28,HY
2016-02-17,HY
2016-04-27,HY
2016-08-08,HY
2016-11-01,HY
2017-02-28,HY
2017-05-02,HY
2017-08-01,HY
2017-11-03,HY
2018-02-27,HY
2018-05-01,HY
2018-07-31,HY
2018-10-30,HY
2019-02-26 00:00:00,HY
2018-08-14,HYRE
2018-11-08,HYRE
2019-03-28 00:00:00,HYRE
2015-11-10,HZN
2016-03-01,HZN
2016-05-03,HZN
2016-08-09,HZN
2016-11-02,HZN
2017-03-10,HZN
2017-05-04,HZN
2017-08-01,HZN
2017-10-31,HZN
2018-03-01,HZN
2018-05-03,HZN
2018-08-07,HZN
2018-11-08,HZN
2019-03-18 00:00:00,HZN
2015-11-06,HZNP
2016-02-29,HZNP
2016-05-09,HZNP
2016-08-08,HZNP
2016-11-07,HZNP
2017-02-27,HZNP
2017-05-08,HZNP
2017-05-26,HZNP
2017-08-07,HZNP
2017-09-28,HZNP
2017-11-06,HZNP
2018-02-28,HZNP
2018-05-09,HZNP
2018-08-08,HZNP
2018-11-07,HZNP
2019-02-27 00:00:00,HZNP
2015-12-08,HZO
2016-02-04,HZO
2016-05-02,HZO
2016-08-03,HZO
2016-12-06,HZO
2017-02-02,HZO
2017-05-02,HZO
2017-07-25,HZO
2017-12-06,HZO
2018-01-31,HZO
2018-05-01,HZO
2018-07-31,HZO
2018-11-29,HZO
2019-01-30,HZO
2015-11-09,IAC
2016-02-29,IAC
2016-04-29,IAC
2016-05-10,IAC
2016-08-09,IAC
2016-11-09,IAC
2017-02-28,IAC
2017-05-08,IAC
2017-08-04,IAC
2017-11-09,IAC
2018-03-01,IAC
2018-05-10,IAC
2018-08-09,IAC
2018-11-09,IAC
2019-03-01 00:00:00,IAC
2015-11-04,IART
2016-02-26,IART
2016-04-27,IART
2016-07-28,IART
2016-10-28,IART
2017-02-23,IART
2017-04-26,IART
2017-07-26,IART
2017-10-26,IART
2018-03-01,IART
2018-04-26,IART
2018-07-26,IART
2018-11-01,IART
2019-02-26 00:00:00,IART
2015-11-06,IBKC
2016-02-29,IBKC
2016-05-10,IBKC
2016-08-05,IBKC
2016-11-07,IBKC
2017-02-21,IBKC
2017-05-05,IBKC
2017-08-09,IBKC
2017-11-08,IBKC
2018-02-23,IBKC
2018-03-30,IBKC
2018-05-08,IBKC
2018-08-08,IBKC
2018-11-06,IBKC
2019-02-22 00:00:00,IBKC
2015-10-27,IBM
2016-02-23,IBM
2016-04-26,IBM
2016-07-26,IBM
2016-10-25,IBM
2017-02-28,IBM
2017-04-25,IBM
2017-07-25,IBM
2017-10-31,IBM
2018-02-27,IBM
2018-04-24,IBM
2018-07-31,IBM
2018-10-30,IBM
2019-02-26 00:00:00,IBM
2015-11-06,IBP
2016-03-09,IBP
2016-05-09,IBP
2016-08-08,IBP
2016-11-07,IBP
2017-02-28,IBP
2017-05-08,IBP
2017-08-07,IBP
2017-11-06,IBP
2018-02-28,IBP
2018-05-04,IBP
2018-08-03,IBP
2018-11-02,IBP
2019-02-28 00:00:00,IBP
2015-10-30,IBTX
2016-02-25,IBTX
2016-04-27,IBTX
2016-07-27,IBTX
2016-10-27,IBTX
2017-03-08,IBTX
2017-04-27,IBTX
2017-07-27,IBTX
2017-10-26,IBTX
2018-02-27,IBTX
2018-04-26,IBTX
2018-07-26,IBTX
2018-10-25,IBTX
2019-02-28 00:00:00,IBTX
2015-11-04,ICAD
2016-03-11,ICAD
2016-05-10,ICAD
2016-08-15,ICAD
2016-11-14,ICAD
2017-03-24,ICAD
2017-05-01,ICAD
2017-05-11,ICAD
2017-08-09,ICAD
2017-11-14,ICAD
2018-03-30,ICAD
2018-04-27,ICAD
2018-05-15,ICAD
2018-08-14,ICAD
2018-11-14,ICAD
2019-03-29 00:00:00,ICAD
2015-11-12,ICCC
2016-03-25,ICCC
2016-05-11,ICCC
2016-08-11,ICCC
2016-11-10,ICCC
2017-03-30,ICCC
2017-05-11,ICCC
2017-08-14,ICCC
2017-11-13,ICCC
2018-03-29,ICCC
2018-05-14,ICCC
2018-08-13,ICCC
2018-11-13,ICCC
2019-03-22 00:00:00,ICCC
2015-10-29,ICD
2016-02-18,ICD
2016-04-28,ICD
2016-04-29,ICD
2016-07-28,ICD
2016-10-26,ICD
2017-02-28,ICD
2017-04-27,ICD
2017-07-27,ICD
2017-10-31,ICD
2018-02-26,ICD
2018-04-26,ICD
2018-08-02,ICD
2018-11-06,ICD
2019-03-01 00:00:00,ICD
2015-10-28,ICE
2016-02-04,ICE
2016-05-04,ICE
2016-08-03,ICE
2016-11-01,ICE
2017-02-07,ICE
2017-05-03,ICE
2017-08-03,ICE
2017-11-02,ICE
2018-02-07,ICE
2018-05-03,ICE
2018-08-02,ICE
2018-10-31,ICE
2019-02-07 00:00:00,ICE
2017-03-28,ICHR
2017-05-12,ICHR
2017-08-11,ICHR
2017-11-13,ICHR
2018-03-13,ICHR
2018-05-09,ICHR
2018-08-08,ICHR
2018-11-07,ICHR
2019-03-08 00:00:00,ICHR
2015-11-13,ICON
2015-11-25,ICON
2015-11-27,ICON
2016-03-30,ICON
2016-04-04,ICON
2016-04-29,ICON
2016-05-06,ICON
2016-06-10,ICON
2016-06-21,ICON
2016-06-29,ICON
2016-08-05,ICON
2016-11-09,ICON
2017-03-15,ICON
2017-05-01,ICON
2017-05-10,ICON
2017-08-14,ICON
2017-12-22,ICON
2018-03-14,ICON
2018-04-30,ICON
2018-05-10,ICON
2018-08-08,ICON
2018-11-09,ICON
2018-11-20,ICON
2019-03-28 00:00:00,ICON
2015-11-09,ICPT
2016-02-29,ICPT
2016-04-29,ICPT
2016-05-10,ICPT
2016-08-09,ICPT
2016-11-09,ICPT
2017-03-01,ICPT
2017-05-10,ICPT
2017-08-03,ICPT
2017-11-06,ICPT
2018-02-28,ICPT
2018-05-10,ICPT
2018-08-07,ICPT
2018-11-01,ICPT
2019-03-01 00:00:00,ICPT
2015-11-05,ICUI
2016-02-26,ICUI
2016-05-10,ICUI
2016-08-09,ICUI
2016-11-09,ICUI
2017-03-01,ICUI
2017-05-12,ICUI
2017-08-09,ICUI
2017-11-09,ICUI
2018-03-16,ICUI
2018-05-10,ICUI
2018-08-09,ICUI
2018-11-09,ICUI
2019-03-01 00:00:00,ICUI
2015-10-30,IDCC
2016-02-18,IDCC
2016-04-28,IDCC
2016-08-02,IDCC
2016-10-27,IDCC
2017-02-23,IDCC
2017-04-27,IDCC
2017-07-27,IDCC
2017-10-26,IDCC
2018-02-22,IDCC
2018-04-26,IDCC
2018-08-02,IDCC
2018-11-01,IDCC
2019-02-21 00:00:00,IDCC
2015-11-16 00:00:00,IDEX
2016-03-30 00:00:00,IDEX
2016-05-16 00:00:00,IDEX
2016-08-15 00:00:00,IDEX
2016-11-14 00:00:00,IDEX
2017-03-31 00:00:00,IDEX
2017-05-15 00:00:00,IDEX
2017-08-14 00:00:00,IDEX
2017-11-13 00:00:00,IDEX
2018-03-30 00:00:00,IDEX
2018-05-15 00:00:00,IDEX
2018-08-13 00:00:00,IDEX
2018-08-28 00:00:00,IDEX
2018-11-14 00:00:00,IDEX
2018-12-14 00:00:00,IDEX
2019-04-01 00:00:00,IDEX
2015-11-10,IDN
2016-03-25,IDN
2016-05-13,IDN
2016-05-16,IDN
2016-08-11,IDN
2016-11-10,IDN
2017-03-30,IDN
2017-05-10,IDN
2017-08-14,IDN
2017-08-15,IDN
2017-11-14,IDN
2018-03-23,IDN
2018-05-14,IDN
2018-08-14,IDN
2018-11-14,IDN
2019-03-21 00:00:00,IDN
2015-11-06,IDRA
2016-03-10,IDRA
2016-05-09,IDRA
2016-08-02,IDRA
2016-11-01,IDRA
2017-03-15,IDRA
2017-03-16,IDRA
2017-05-04,IDRA
2017-08-07,IDRA
2017-11-06,IDRA
2018-03-07,IDRA
2018-05-09,IDRA
2018-08-02,IDRA
2018-11-06,IDRA
2019-03-06 00:00:00,IDRA
2015-11-13,IDSA
2016-03-25,IDSA
2016-05-13,IDSA
2016-07-11,IDSA
2016-08-12,IDSA
2016-11-10,IDSA
2017-03-31,IDSA
2017-05-12,IDSA
2017-08-09,IDSA
2017-11-08,IDSA
2018-03-26,IDSA
2018-05-10,IDSA
2018-08-08,IDSA
2018-11-13,IDSA
2019-03-13 00:00:00,IDSA
2015-11-13,IDSY
2016-03-29,IDSY
2016-05-16,IDSY
2016-08-12,IDSY
2016-11-14,IDSY
2017-03-29,IDSY
2017-05-12,IDSY
2017-08-11,IDSY
2017-11-14,IDSY
2018-03-30,IDSY
2018-05-14,IDSY
2018-08-13,IDSY
2018-11-13,IDSY
2019-04-01 00:00:00,IDSY
2015-10-14,IDT
2015-12-10,IDT
2016-03-11,IDT
2016-06-09,IDT
2016-10-14,IDT
2016-12-12,IDT
2017-03-13,IDT
2017-06-09,IDT
2017-10-16,IDT
2017-12-11,IDT
2018-03-12,IDT
2018-06-11,IDT
2018-10-15,IDT
2018-12-10,IDT
2019-03-12 00:00:00,IDT
2015-10-29,IDTI
2016-02-09,IDTI
2016-05-20,IDTI
2016-08-09,IDTI
2016-11-08,IDTI
2017-02-07,IDTI
2017-05-19,IDTI
2017-08-08,IDTI
2017-11-07,IDTI
2018-02-06,IDTI
2018-05-18,IDTI
2018-08-07,IDTI
2018-11-06,IDTI
2019-02-06 00:00:00,IDTI
2015-11-12,IDXG
2016-03-30,IDXG
2016-04-29,IDXG
2016-05-12,IDXG
2016-06-14,IDXG
2016-08-15,IDXG
2016-11-17,IDXG
2017-03-31,IDXG
2017-04-28,IDXG
2017-05-12,IDXG
2017-08-10,IDXG
2017-11-13,IDXG
2018-03-23,IDXG
2018-05-15,IDXG
2018-08-09,IDXG
2018-11-14,IDXG
2019-03-21 00:00:00,IDXG
2015-10-28,IDXX
2016-02-17,IDXX
2016-04-29,IDXX
2016-08-02,IDXX
2016-11-01,IDXX
2017-02-17,IDXX
2017-04-28,IDXX
2017-08-01,IDXX
2017-10-31,IDXX
