Date,Open,High,Low,Close,Adj Close,Volume
2016-01-08,457.049988,462.920013,446.510010,452.869995,452.869995,41594025
2016-01-09,452.869995,454.549988,444.899994,448.309998,448.309998,17967113
2016-01-10,448.309998,448.880005,438.619995,446.190002,446.190002,19778456
2016-01-11,446.190002,451.079987,441.769989,447.720001,447.720001,25358480
2016-01-12,447.720001,448.410004,443.140015,445.040009,445.040009,19913400
2016-01-13,445.040009,443.720001,420.390015,432.179993,432.179993,39525195
2016-01-14,432.179993,433.739990,427.010010,429.130005,429.130005,19948730
2016-01-15,429.130005,430.149994,364.709991,372.260010,372.260010,107060613
2016-01-16,372.260010,386.720001,350.390015,385.040009,385.040009,68297105
2016-01-17,385.040009,390.720001,377.709991,382.470001,382.470001,25464382
2016-01-18,382.470001,387.290009,373.209991,384.399994,384.399994,26546465
2016-01-19,384.399994,386.690002,375.890015,379.459991,379.459991,25417876
2016-01-20,379.459991,425.720001,374.049988,414.579987,414.579987,76873917
2016-01-21,414.579987,423.420013,403.859985,410.239990,410.239990,37264942
2016-01-22,410.239990,411.489990,374.899994,382.649994,382.649994,56548790
2016-01-23,382.649994,395.429993,380.269989,388.609985,388.609985,23908533
2016-01-24,388.609985,405.399994,385.529999,402.130005,402.130005,25770175
2016-01-25,402.130005,403.779999,386.850006,392.760010,392.760010,26793044
2016-01-26,392.760010,397.739990,387.899994,389.779999,389.779999,22384754
2016-01-27,389.779999,397.369995,389.350006,395.019989,395.019989,17297117
2016-01-28,395.019989,395.420013,376.709991,379.690002,379.690002,29717813
2016-01-29,379.690002,385.750000,363.489990,380.290009,380.290009,51927041
2016-01-30,380.290009,381.750000,375.040009,377.760010,377.760010,13720656
2016-01-31,377.760010,380.540009,366.880005,369.839996,369.839996,14718855
2016-02-01,369.839996,379.779999,365.269989,372.179993,372.179993,27728088
2016-02-02,372.179993,376.630005,371.399994,373.920013,373.920013,19123252
2016-02-03,373.920013,375.890015,366.200012,368.019989,368.019989,22266682
2016-02-04,368.019989,391.829987,368.049988,390.649994,390.649994,38961905
2016-02-05,390.649994,391.149994,384.480011,386.459991,386.459991,23688228
2016-02-06,386.459991,386.350006,372.869995,376.679993,376.679993,29801286
2016-02-07,376.679993,382.609985,375.279999,377.940002,377.940002,15395728
2016-02-08,377.940002,380.920013,372.100006,372.630005,372.630005,23424062
2016-02-09,372.630005,377.589996,371.420013,375.320007,375.320007,20801701
2016-02-10,375.320007,385.380005,374.089996,381.880005,381.880005,37137791
2016-02-11,381.880005,383.230011,372.750000,379.450012,379.450012,23858467
2016-02-12,379.450012,386.399994,379.320007,384.040009,384.040009,20685663
2016-02-13,384.040009,392.570007,383.309998,390.100006,390.100006,18757146
2016-02-14,390.100006,405.929993,390.059998,405.500000,405.500000,29442484
2016-02-15,405.500000,410.850006,396.559998,401.070007,401.070007,34862753
2016-02-16,401.070007,409.750000,398.000000,406.420013,406.420013,27726590
2016-02-17,406.420013,421.450012,405.049988,417.140015,417.140015,37559686
2016-02-18,417.140015,425.510010,414.779999,421.399994,421.399994,32541108
2016-02-19,421.399994,424.260010,416.359985,419.980011,419.980011,21991480
2016-02-20,419.980011,442.660004,419.489990,440.059998,440.059998,48500793
2016-02-21,440.059998,447.609985,425.470001,437.869995,437.869995,44120520
2016-02-22,437.869995,440.179993,431.299988,437.790009,437.790009,24563748
2016-02-23,437.790009,440.760010,414.359985,419.899994,419.899994,39915706
2016-02-24,419.899994,425.170013,410.359985,422.720001,422.720001,28041199
2016-02-25,422.720001,427.179993,417.510010,423.480011,423.480011,22692099
2016-02-26,423.480011,427.579987,419.109985,427.320007,427.320007,22642013
2016-02-27,427.320007,434.140015,427.299988,431.299988,431.299988,18543436
2016-02-28,431.299988,435.619995,421.220001,432.470001,432.470001,21876091
2016-02-29,432.470001,441.320007,429.829987,436.209991,436.209991,30077319
2016-03-01,436.209991,439.019989,428.489990,434.040009,434.040009,29312670
2016-03-02,434.040009,435.910004,423.850006,425.359985,425.359985,24894311
2016-03-03,425.359985,425.829987,414.940002,419.559998,419.559998,33188751
2016-03-04,419.559998,423.390015,407.200012,409.480011,409.480011,31416610
2016-03-05,409.480011,410.059998,386.929993,399.000000,399.000000,51725937
2016-03-06,399.000000,412.019989,393.089996,405.959991,405.959991,25324456
2016-03-07,405.959991,416.579987,401.980011,414.869995,414.869995,25349627
2016-03-08,414.869995,416.720001,408.420013,411.899994,411.899994,22204517
2016-03-09,411.899994,414.880005,408.940002,412.760010,412.760010,21035428
2016-03-10,412.760010,417.480011,410.269989,415.829987,415.829987,23114636
2016-03-11,415.829987,422.399994,415.109985,419.109985,419.109985,25469781
2016-03-12,419.109985,420.670013,407.029999,410.359985,410.359985,24660321
2016-03-13,410.359985,415.929993,409.570007,412.410004,412.410004,14457108
2016-03-14,412.410004,416.079987,411.190002,414.309998,414.309998,20471909
2016-03-15,414.309998,417.369995,412.309998,415.130005,415.130005,20227610
2016-03-16,415.130005,416.950012,413.320007,415.910004,415.910004,18509954
2016-03-17,415.910004,419.559998,415.329987,418.160004,418.160004,18409340
2016-03-18,418.160004,418.579987,402.480011,408.160004,408.160004,27178165
2016-03-19,408.160004,410.489990,402.130005,408.690002,408.690002,15084656
2016-03-20,408.690002,413.450012,407.239990,411.529999,411.529999,12577521
2016-03-21,411.529999,413.089996,407.250000,411.109985,411.109985,17735457
2016-03-22,411.109985,417.940002,410.779999,416.209991,416.209991,20425092
2016-03-23,416.209991,419.579987,414.179993,416.980011,416.980011,16946522
2016-03-24,416.980011,417.679993,412.880005,414.739990,414.739990,16210672
2016-03-25,414.739990,417.299988,412.410004,415.709991,415.709991,14431200
2016-03-26,415.709991,417.709991,413.929993,416.510010,416.510010,11696306
2016-03-27,416.510010,427.359985,415.500000,424.570007,424.570007,26137150
2016-03-27,424.570007,425.359985,419.700012,422.209991,422.209991,18410749
2016-03-28,422.209991,424.529999,406.359985,415.000000,415.000000,28765857
2016-03-29,415.000000,416.220001,408.399994,412.440002,412.440002,17890792
2016-03-30,412.440002,417.160004,411.450012,415.660004,415.660004,17407273
2016-03-31,415.660004,416.859985,412.790009,415.640015,415.640015,15852511
2016-04-01,415.640015,420.089996,415.089996,418.510010,418.510010,13137339
2016-04-02,418.510010,420.179993,416.950012,419.059998,419.059998,9591214
2016-04-03,419.059998,420.390015,416.209991,419.329987,419.329987,14031939
2016-04-04,419.329987,423.670013,417.950012,422.070007,422.070007,17260368
2016-04-05,422.070007,422.809998,419.540009,421.260010,421.260010,13836754
2016-04-06,421.260010,422.029999,417.940002,420.140015,420.140015,15200495
2016-04-07,420.140015,423.510010,415.500000,417.690002,417.690002,19810838
2016-04-08,417.690002,418.850006,412.390015,418.049988,418.049988,12291880
2016-04-09,418.049988,421.630005,416.690002,420.250000,420.250000,9806327
2016-04-10,420.250000,422.350006,418.109985,421.429993,421.429993,15374195
2016-04-11,421.429993,426.690002,420.700012,424.739990,424.739990,24580503
2016-04-12,424.739990,426.579987,421.410004,423.470001,423.470001,16183793
2016-04-13,423.470001,425.440002,421.839996,424.019989,424.019989,13038970
2016-04-14,424.019989,429.489990,423.250000,428.670013,428.670013,23214560
2016-04-15,428.670013,432.000000,426.839996,430.049988,430.049988,12517265
2016-04-16,430.049988,430.619995,423.790009,426.260010,426.260010,10980868
2016-04-17,426.260010,429.070007,424.350006,427.690002,427.690002,13951524
2016-04-18,427.690002,436.070007,426.839996,434.920013,434.920013,19713466
2016-04-19,434.920013,442.859985,432.510010,441.160004,441.160004,32655415
2016-04-20,441.160004,450.799988,439.529999,449.339996,449.339996,28168774
2016-04-21,449.339996,450.190002,441.899994,445.279999,445.279999,22225157
2016-04-22,445.279999,451.480011,443.070007,450.079987,450.079987,18998211
2016-04-23,450.079987,461.779999,447.890015,457.559998,457.559998,33984269
2016-04-24,457.559998,466.230011,451.790009,461.730011,461.730011,37614684
2016-04-25,461.730011,468.859985,459.230011,466.000000,466.000000,31451239
2016-04-26,466.000000,467.869995,444.619995,447.010010,447.010010,41539684
2016-04-27,447.010010,450.100006,433.899994,448.480011,448.480011,36369788
2016-04-28,448.480011,456.309998,445.220001,454.980011,454.980011,20264761
2016-04-29,454.980011,456.859985,446.649994,448.529999,448.529999,15994805
2016-04-30,448.529999,454.209991,447.519989,452.239990,452.239990,9838490
2016-05-01,452.239990,453.869995,440.209991,444.179993,444.179993,32863011
2016-05-02,444.179993,451.540009,441.549988,450.269989,450.269989,22292253
2016-05-03,450.269989,450.869995,444.220001,445.799988,445.799988,17676609
2016-05-04,445.799988,449.190002,444.350006,448.079987,448.079987,18765369
2016-05-05,448.079987,461.480011,445.720001,459.559998,459.559998,31122708
2016-05-06,459.559998,460.609985,454.600006,458.459991,458.459991,14247601
2016-05-07,458.459991,460.179993,454.940002,457.869995,457.869995,12689581
2016-05-08,457.869995,464.179993,455.380005,460.440002,460.440002,22322043
2016-05-09,460.440002,462.140015,446.809998,449.359985,449.359985,27247925
2016-05-10,449.359985,456.149994,449.589996,452.500000,452.500000,18137209
2016-05-11,452.500000,455.339996,448.399994,454.429993,454.429993,22252919
2016-05-12,454.429993,457.220001,451.489990,455.410004,455.410004,14768796
2016-05-13,455.410004,457.739990,453.579987,456.440002,456.440002,9319128
2016-05-14,456.440002,460.279999,455.000000,458.109985,458.109985,9745309
2016-05-15,458.109985,459.570007,450.730011,454.869995,454.869995,16731954
2016-05-16,454.869995,456.299988,451.709991,453.250000,453.250000,15741822
2016-05-17,453.250000,456.649994,452.350006,454.220001,454.220001,14884550
2016-05-18,454.220001,455.190002,441.119995,442.660004,442.660004,26626097
2016-05-19,442.660004,447.760010,435.420013,442.109985,442.109985,21415312
2016-05-20,442.109985,445.239990,439.730011,443.640015,443.640015,10213550
2016-05-21,443.640015,444.239990,436.940002,439.619995,439.619995,12691382
2016-05-22,439.619995,444.989990,438.239990,443.690002,443.690002,15885933
2016-05-23,443.690002,447.899994,442.019989,446.109985,446.109985,14837671
2016-05-24,446.109985,451.209991,445.350006,449.779999,449.779999,16954105
2016-05-25,449.779999,454.250000,447.670013,453.299988,453.299988,17093327
2016-05-26,453.299988,479.220001,452.709991,474.049988,474.049988,63894987
2016-05-27,474.049988,531.760010,467.049988,524.219971,524.219971,75400711
2016-05-28,524.219971,548.039978,493.220001,516.049988,516.049988,80753301
2016-05-29,516.049988,544.179993,512.809998,532.260010,532.260010,41433165
2016-05-30,532.260010,546.919983,513.150024,528.919983,528.919983,60896411
2016-05-31,528.919983,542.260010,521.299988,537.400024,537.400024,38742660
2016-06-01,537.400024,541.549988,530.469971,537.099976,537.099976,28380698
2016-06-02,537.099976,573.719971,534.340027,567.030029,567.030029,59464310
2016-06-03,567.030029,592.679993,560.869995,571.950012,571.950012,50353517
2016-06-04,571.950012,583.640015,567.770020,574.909973,574.909973,37233994
2016-06-05,574.909973,586.729980,571.669983,583.580017,583.580017,37131086
2016-06-06,583.580017,591.320007,543.630005,575.580017,575.580017,49082472
2016-06-07,575.580017,582.440002,567.780029,580.510010,580.510010,28706216
2016-06-08,580.510010,580.710022,569.260010,574.690002,574.690002,28010575
2016-06-09,574.690002,579.260010,571.140015,577.890015,577.890015,26290866
2016-06-10,577.890015,592.609985,576.289978,591.599976,591.599976,24790441
2016-06-11,591.599976,683.849976,592.789978,666.549988,666.549988,139684630
2016-06-12,666.549988,718.239990,652.780029,700.070007,700.070007,149442548
2016-06-13,700.070007,702.520020,654.690002,685.140015,685.140015,92458349
2016-06-14,685.140015,695.070007,670.450012,690.770020,690.770020,53863568
2016-06-15,690.770020,769.729980,687.429993,761.210022,761.210022,169704647
2016-06-16,761.210022,771.890015,704.210022,743.900024,743.900024,160302360
2016-06-17,743.900024,776.039978,727.130005,753.770020,753.770020,91056993
2016-06-18,753.770020,765.099976,740.380005,761.039978,761.039978,45805980
2016-06-19,761.039978,764.599976,717.409973,733.969971,733.969971,83637617
2016-06-20,733.969971,732.229980,626.049988,667.380005,667.380005,166828425
2016-06-21,667.380005,677.799988,586.599976,590.559998,590.559998,129550795
2016-06-22,590.559998,629.549988,539.280029,620.840027,620.840027,154289129
2016-06-23,620.840027,687.390015,616.409973,656.890015,656.890015,128990817
2016-06-24,656.890015,688.099976,640.789978,663.520020,663.520020,67442141
2016-06-25,663.520020,665.190002,609.900024,625.409973,625.409973,56403088
2016-06-26,625.409973,650.340027,615.219971,644.659973,644.659973,63747137
2016-06-27,644.659973,659.270020,634.260010,644.890015,644.890015,49673830
2016-06-28,644.890015,645.909973,621.760010,636.539978,636.539978,50898093
2016-06-29,636.539978,673.039978,631.239990,670.020020,670.020020,58215062
2016-06-30,670.020020,685.109985,661.090027,674.570007,674.570007,62394480
2016-07-01,674.570007,700.460022,671.460022,698.059998,698.059998,46555796
2016-07-02,698.059998,701.489990,644.609985,661.640015,661.640015,66591456
2016-07-03,661.640015,679.030029,644.039978,675.159973,675.159973,42756935
2016-07-04,675.159973,679.190002,657.309998,663.669983,663.669983,36687264
2016-07-05,663.669983,678.390015,662.239990,672.700012,672.700012,31708100
2016-07-06,672.700012,676.190002,604.950012,635.250000,635.250000,97639342
2016-07-07,635.250000,663.429993,630.169983,662.780029,662.780029,49243011
2016-07-08,662.780029,663.489990,620.679993,651.830017,651.830017,62061207
2016-07-09,651.830017,651.979980,636.799988,647.109985,647.109985,18955766
2016-07-10,647.109985,657.469971,639.969971,646.710022,646.710022,29925667
2016-07-11,646.710022,673.190002,644.559998,670.559998,670.559998,44047499
2016-07-12,670.559998,672.020020,656.039978,661.150024,661.150024,41791464
2016-07-13,661.150024,661.880005,646.309998,657.250000,657.250000,31748496
2016-07-14,657.250000,667.460022,656.500000,664.200012,664.200012,23817856
2016-07-15,664.200012,665.409973,655.719971,660.690002,660.690002,13557557
2016-07-16,660.690002,680.940002,660.130005,676.330017,676.330017,31614610
2016-07-17,676.330017,680.419983,664.609985,670.380005,670.380005,28810844
2016-07-18,670.380005,673.239990,663.630005,671.099976,671.099976,20401885
2016-07-19,671.099976,672.289978,659.510010,664.400024,664.400024,25075066
2016-07-20,664.400024,666.510010,657.820007,664.619995,664.619995,21351309
2016-07-21,664.619995,669.440002,645.690002,651.109985,651.109985,43283429
2016-07-22,651.109985,658.169983,647.979980,655.159973,655.159973,19544654
2016-07-23,655.159973,664.210022,651.030029,659.289978,659.289978,19642346
2016-07-24,659.289978,662.510010,651.080017,654.000000,654.000000,22564554
2016-07-25,654.000000,657.760010,643.489990,654.380005,654.380005,32177578
2016-07-26,654.380005,659.080017,646.039978,654.539978,654.539978,19568531
2016-07-27,654.539978,657.960022,650.809998,654.130005,654.130005,18452583
2016-07-28,654.130005,657.400024,650.989990,655.429993,655.429993,17757920
2016-07-29,655.429993,657.549988,652.059998,654.739990,654.739990,12721755
2016-07-30,654.739990,654.919983,621.419983,621.869995,621.869995,39918066
2016-07-31,621.869995,627.890015,603.549988,607.000000,607.000000,41229298
2016-08-01,607.000000,613.750000,471.359985,513.429993,513.429993,75338595
2016-08-02,513.429993,573.059998,514.090027,566.440002,566.440002,47170751
2016-08-03,566.440002,584.890015,559.500000,576.219971,576.219971,25725471
2016-08-04,576.219971,579.969971,565.809998,574.659973,574.659973,15992890
2016-08-05,574.659973,596.679993,565.330017,586.450012,586.450012,14676841
2016-08-06,586.450012,596.010010,580.869995,590.849976,590.849976,15491523
2016-08-07,590.849976,594.239990,585.409973,589.239990,589.239990,14726811
2016-08-08,589.239990,591.200012,581.099976,585.250000,585.250000,15304277
2016-08-09,585.250000,600.520020,580.869995,590.940002,590.940002,29376783
2016-08-10,590.940002,599.150024,585.390015,587.840027,587.840027,23640952
2016-08-11,587.840027,591.140015,582.200012,587.140015,587.140015,15009452
2016-08-12,587.140015,590.070007,582.809998,584.590027,584.590027,11357750
2016-08-13,584.590027,585.799988,559.929993,569.059998,569.059998,18970094
2016-08-14,569.059998,574.969971,559.280029,566.950012,566.950012,19218972
2016-08-15,566.950012,583.380005,563.380005,580.190002,580.190002,21634083
2016-08-16,580.190002,581.099976,568.659973,572.340027,572.340027,18886741
2016-08-17,572.340027,579.530029,570.830017,573.390015,573.390015,17509679
2016-08-18,573.390015,577.859985,566.250000,574.559998,574.559998,14701426
2016-08-19,574.559998,583.500000,572.280029,582.609985,582.609985,13416843
2016-08-20,582.609985,585.320007,577.840027,580.659973,580.659973,8294321
2016-08-21,580.659973,591.900024,577.130005,587.469971,587.469971,19658058
2016-08-22,587.469971,589.869995,578.609985,583.559998,583.559998,18772369
2016-08-23,583.559998,584.469971,576.820007,579.659973,579.659973,16337141
2016-08-24,579.659973,580.710022,570.809998,577.960022,577.960022,18885349
2016-08-25,577.960022,582.729980,575.830017,579.369995,579.369995,12329289
2016-08-26,579.369995,580.409973,567.250000,570.349976,570.349976,10747219
2016-08-27,570.349976,576.320007,569.210022,574.979980,574.979980,7377921
2016-08-28,574.979980,578.609985,571.380005,574.229980,574.229980,13760854
2016-08-29,574.229980,579.940002,572.510010,577.320007,577.320007,15895354
2016-08-30,577.320007,578.250000,571.690002,573.880005,573.880005,14338795
2016-08-31,573.880005,704.969971,569.369995,571.989990,571.989990,14860164
2016-09-01,571.989990,577.599976,569.299988,575.289978,575.289978,15315755
2016-09-02,575.289978,604.969971,572.640015,598.840027,598.840027,21055514
2016-09-03,598.840027,615.200012,590.780029,609.549988,609.549988,18646011
2016-09-04,609.549988,610.609985,598.770020,605.760010,605.760010,15369832
2016-09-05,605.760010,611.950012,603.549988,610.440002,610.440002,14864563
2016-09-06,610.440002,616.479980,606.239990,613.210022,613.210022,18429525
2016-09-07,613.210022,629.299988,611.250000,625.570007,625.570007,22710390
2016-09-08,625.570007,627.580017,617.320007,623.159973,623.159973,17710151
2016-09-09,623.159973,627.450012,621.070007,624.520020,624.520020,9600113
2016-09-10,624.520020,630.770020,592.789978,605.609985,605.609985,22467346
2016-09-11,605.609985,610.619995,603.030029,607.979980,607.979980,17058938
2016-09-12,607.979980,612.030029,604.869995,608.609985,608.609985,16850869
2016-09-13,608.609985,612.159973,606.390015,609.539978,609.539978,14878860
2016-09-14,609.539978,610.729980,605.099976,608.109985,608.109985,13892193
2016-09-15,608.109985,610.359985,605.150024,607.780029,607.780029,13353736
2016-09-16,607.780029,609.609985,604.520020,607.080017,607.080017,9724490
2016-09-17,607.080017,612.380005,605.219971,610.700012,610.700012,10004923
2016-09-18,610.700012,612.409973,606.989990,609.849976,609.849976,12981851
2016-09-19,609.849976,611.270020,605.929993,609.239990,609.239990,13809380
2016-09-20,609.239990,608.820007,591.690002,597.159973,597.159973,22059386
2016-09-21,597.159973,599.780029,592.830017,595.630005,595.630005,13463966
2016-09-22,595.630005,603.700012,594.109985,602.919983,602.919983,15567036
2016-09-23,602.919983,605.919983,600.500000,602.590027,602.590027,8196210
2016-09-24,602.590027,604.869995,598.349976,601.489990,601.489990,8038079
2016-09-25,601.489990,608.460022,598.169983,606.539978,606.539978,16700407
2016-09-26,606.539978,608.969971,601.729980,605.469971,605.469971,15534315
2016-09-27,605.469971,606.900024,602.619995,604.669983,604.669983,11485005
2016-09-28,604.669983,607.229980,602.010010,604.700012,604.700012,15403975
2016-09-29,604.700012,608.780029,602.250000,608.140015,608.140015,14534745
2016-09-30,608.140015,615.000000,607.070007,613.409973,613.409973,10415543
2016-10-01,613.409973,614.210022,607.669983,610.690002,610.690002,10096653
2016-10-02,610.690002,613.200012,608.469971,611.599976,611.599976,13462741
2016-10-03,611.599976,612.679993,606.500000,608.960022,608.960022,15300692
2016-10-04,608.960022,613.650024,607.979980,611.820007,611.820007,14360536
2016-10-05,611.820007,612.679993,608.539978,610.969971,610.969971,13276337
2016-10-06,610.969971,619.429993,609.119995,616.030029,616.030029,20167399
2016-10-07,616.030029,619.559998,614.880005,617.650024,617.650024,8467434
2016-10-08,617.650024,618.349976,613.010010,615.770020,615.770020,8320759
2016-10-09,615.770020,618.809998,612.760010,617.289978,617.289978,15597892
2016-10-10,617.289978,642.349976,615.599976,640.450012,640.450012,35367127
2016-10-11,640.450012,642.510010,632.190002,635.989990,635.989990,17240000
2016-10-12,635.989990,639.520020,632.250000,635.599976,635.599976,16387361
2016-10-13,635.599976,640.460022,630.659973,637.919983,637.919983,20114873
2016-10-14,637.919983,641.400024,635.059998,637.030029,637.030029,7970927
2016-10-15,637.030029,642.179993,636.390015,640.119995,640.119995,8306925
2016-10-16,640.119995,641.289978,634.890015,637.369995,637.369995,17742610
2016-10-17,637.369995,639.340027,632.229980,635.340027,635.340027,15725013
2016-10-18,635.340027,637.270020,624.090027,629.059998,629.059998,22379197
2016-10-19,629.059998,630.830017,625.479980,628.340027,628.340027,13252110
2016-10-20,628.340027,633.260010,627.580017,630.450012,630.450012,17836383
